Sección;Capítulo;Partida;Subpartida;Fracción;Region ;Pais ;Gasto
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Irlanda;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Islandia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Italia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Letonia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Liechtenstein;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Lituania;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Luxemburgo;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Macedonia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Malta;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Moldavia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;No identificados de la U.E.;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Noruega;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Países Bajos;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Polonia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Portugal;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Reino Unido;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;República Checa;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;República Eslovaca;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Rumania;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Serbia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Suecia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Suiza;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Turquía;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;809 - Chabacanos (damascos, albaricoques), cerezas, dura...;0809 - Chabacanos (damascos, albaricoques), cerezas, dura...;Europe;Ucrania;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;0810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;África y Oceanía;África y Oceanía;0,00
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;0810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;América del Norte;América del Norte;288.676.698,08
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Asia;Asia;1.886.483,72
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Latinoamérica y Antillas;Latinoamérica y Antillas;0,00
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Otros;Otros;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;No identificados de la U.E.;659.238,44
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Albania;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Alemania;965.388,02
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Austria;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Bélgica;0,00
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Bielorrusia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Bosnia y Herzegovina;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Bulgaria;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Chipre;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Croacia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Dinamarca;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Eslovenia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;España;639.409,92
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Estonia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Federación Rusa;0,00
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Finlandia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Francia;0,00
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Georgia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Gibraltar;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Grecia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Hungría;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Irlanda;0,00
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Islandia;
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Italia;1.637.466,88
Sección II  Productos del reino vegetal;08  Frutas y frutos comestibles, cortezas de agrios (c...;810 - Las demás frutas u otros frutos, frescos;810 - Las demás frutas u otros frutos, frescos;0810 - Las demás frutas u otros frutos, frescos;Europe;Letonia;
